nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Volymiml,PrisPerLiter,Saljstart,Utgått,Varugrupp,Typ,Stil,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,SortimentText,Ekologisk,Etiskt,Koscher,RavarorBeskrivning,Pant,EtisktEtikett
7565201,1189038,75652,Seghesio,Rockpile Zinfandel,399.00,750.00,532.00,2017-02-16,0,Rött vin,,,Flaska,,Kalifornien,USA,Seghesio Family Vineyards,Johan Lidby Vinhandel AB,2015,,15.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7542501,1189041,75425,Château Romanin,Rosé,219.00,750.00,292.00,2017-02-15,0,Rosévin,,,Flaska,,Provence,Frankrike,Château Romanin,Theis Vine AB,2016,,12.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7941901,1189044,79419,Santa Duc Les Plans,,112.00,750.00,149.33,2017-02-16,0,Rött vin,,,Flaska,Naturkork,Rhonedalen,Frankrike,Domaine Santa Duc,Johan Lidby Vinhandel AB,2015,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
838102,1189151,8381,Gérard Bertrand,Rivesaltes Ambré,119.00,375.00,317.33,2017-06-01,0,Övrigt starkvin,,,Flaska,Natur,Languedoc-Roussillon,Frankrike,Gérard Bertrand,Ward Wines AB,1985,,20.00%,FS,Ordinarie sortiment,0,0,0,Grenache.,NA,NA
8207002,1189166,82070,Anthon Berg,Liqueur,189.00,500.00,378.00,2017-02-20,0,Likör,Gräddlikör,,Flaska,Skruvkapsyl,,Danmark,United Drinks,Chris-Wine AB,,,17.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
228601,1189207,2286,Les Ormeteaux,Cabernet d'Anjou,89.00,750.00,118.67,2017-06-01,0,Rosévin,Fruktigt & Smakrikt,,Flaska,Natur,Loiredalen,Frankrike,Loire Propriétés,Carovin AB,2017,,11.00%,FS,Ordinarie sortiment,1,0,0,Cabernet franc.,NA,NA
7965301,1189217,79653,Le Port,Grenache Mourvedre,198.00,750.00,264.00,2017-02-16,0,Rött vin,,,Flaska,,Provence,Frankrike,Ravoire & Fils,Fine Brands Sweden AB,2013,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7809201,1189227,78092,Les Ajustiers Rasteau,Ravoire & Fils,169.00,750.00,225.33,2017-02-16,0,Rött vin,,,Flaska,,Rhonedalen,Frankrike,Ravoire & Fils,Fine Brands Sweden AB,2014,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
791901,1189233,7919,Brochet Blanc de Blancs,Chardonnay,114.00,750.00,152.00,2017-06-01,0,Mousserande vin,Vitt Torrt,,Flaska,Natur,,Frankrike,Ampelidae,Oenoforos AB,,,12.50%,FSB,Ordinarie sortiment,1,0,0,Chardonnay.,NA,NA
7840801,1189264,78408,Chateauneuf du Pape,Domaine Riché,319.00,750.00,425.33,2017-02-16,0,Rött vin,,,Flaska,,Rhonedalen,Frankrike,Ravoire & Fils,Fine Brands Sweden AB,2013,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8502201,1189354,85022,The Maltman,Ledaig 19 Years Cask No 800116,1385.00,700.00,1978.57,2017-02-17,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Meadowside Blending Co Ltd,Clydesdale AB,1997,,48.40%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
47301,1189367,473,Glen Grant,12 Years,379.00,700.00,541.43,2017-06-01,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Gruppo Campari - Glen Grant Limited,Nigab,,,43.00%,FS,Ordinarie sortiment,0,0,0,Kornmalt.,NA,NA
7335901,1189384,73359,De Beaumiere,Côte Du Rhône,134.00,750.00,178.67,2017-02-16,0,Rött vin,,,Flaska,,Rhonedalen,Frankrike,Ravoire & Fils,Fine Brands Sweden AB,2014,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
9503101,11894655,95031,Domaine de Sénéchaux,,349.00,750.00,465.33,2018-07-06,0,Rött vin,Kryddigt & Mustigt,,Flaska,Naturkork,Rhonedalen,Frankrike,Domaine des Sénéchaux,Hjo Grosshandel AB,2015,,14.50%,TSE,Små partier,0,0,0,"61% grenache, 22% syrah och 17% mourvèdre.",NA,NA
47401,11894769,474,Glenfarclas,12 Years,524.00,700.00,748.57,2018-05-02,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,J & G Grant,Multibev AB,,,43.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8906715,11894770,89067,Pistonhead,Haze Lager,10.90,330.00,33.03,2018-04-03,0,Öl,Ljus lager,Modern stil,Burk,,,Sverige,Brutal Brewing,Spendrups Bryggeri AB,,,5.10%,BS,Övrigt sortiment,0,0,0,Kornmalt och humle av sorten galaxy.,1.00,NA
8527001,11894771,85270,Bowmore,Chairmans Legacy,3398.00,700.00,4854.29,2018-04-03,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Morrison & Mackay,Clydesdale AB,1991,,42.90%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
9504801,11894783,95048,Cristom,Mt. Jefferson Cuvée,299.00,750.00,398.67,2018-10-05,0,Rött vin,Kryddigt & Mustigt,,Flaska,,Oregon,USA,Cristom Vineyards,Fine Wines Sweden AB,2015,,13.50%,TSE,Små partier,0,0,0,Pinot noir.,NA,NA
9914701,11894837,99147,Crozes Hermitage,Domaine des Lises,259.00,750.00,345.33,2018-08-03,0,Rött vin,Kryddigt & Mustigt,,Flaska,Naturkork,Rhonedalen,Frankrike,Domaine de Lises,Johan Lidby Vinhandel AB,2016,,13.50%,TSE,Små partier,0,0,0,Syrah.,NA,NA
9525501,11894838,95255,Suzanne Mondeuse,Domaine du cellier des Cray,199.00,750.00,265.33,2018-08-03,0,Rött vin,,,Flaska,Naturkork,Savoie,Frankrike,Domaine du cellier des Cray,Johan Lidby Vinhandel AB,2016,,13.50%,TSE,Små partier,0,0,0,Mondeuse.,NA,NA
9536001,11894848,95360,Domaine Drouhin,Laurène Pinot Noir,595.00,750.00,793.33,2018-10-05,0,Rött vin,Kryddigt & Mustigt,,Flaska,,Oregon,USA,Domaine Drouhin Oregon,Fine Wines Sweden AB,2014,,14.00%,TSE,Små partier,0,0,0,Pinot noir.,NA,NA
7231601,11894873,72316,Dolomite,Pinot Noir,349.00,750.00,465.33,2018-04-17,0,Rött vin,,,Flaska,Naturkork,South Australia,Australien,Paracombe Premium Wines,Johan Lidby Vinhandel AB,2016,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7660601,11894874,76606,Aia,,294.00,750.00,392.00,2018-04-30,0,Rött vin,,,Flaska,Naturkork,Balearerna,Spanien,Miquel Oliver,Taste of Mallorca AB,2013,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8352301,11894875,83523,Twenty Twelve Red,,194.00,750.00,258.67,2018-04-30,0,Rött vin,,,Flaska,Naturkork,Balearerna,Spanien,Finca Es Fangar S.A.U.,Taste of Mallorca AB,2016,,12.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7069201,11894876,70692,Son Puig,,232.00,750.00,309.33,2018-04-30,0,Rött vin,,,Flaska,Naturkork,Balearerna,Spanien,Bodegas Son Puig SL,Taste of Mallorca AB,2014,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7110801,11894877,71108,Gran Son Puig,,293.00,750.00,390.67,2018-04-30,0,Rött vin,,,Flaska,Naturkork,Balearerna,Spanien,Bodegas Son Puig SL,Taste of Mallorca AB,2011,,15.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7444701,11894878,74447,Albaflor Tinto,,165.00,750.00,220.00,2018-04-30,0,Rött vin,,,Flaska,Naturkork,Balearerna,Spanien,Vins Nadal,Taste of Mallorca AB,2016,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7295601,11894879,72956,Albaflor,Rosado,183.00,750.00,244.00,2018-04-30,0,Rosévin,,,Flaska,Naturkork,Balearerna,Spanien,Vins Nadal,Taste of Mallorca AB,2017,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7484401,11894880,74844,Albaflor,Blanco,186.00,750.00,248.00,2018-04-30,0,Vitt vin,,,Flaska,Naturkork,Balearerna,Spanien,Vins Nadal,Taste of Mallorca AB,2017,,11.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8316301,11894881,83163,Sangría Rita,,147.00,750.00,196.00,2018-04-30,0,Smaksatt vin,,,Flaska,Syntetkork,Balearerna,Spanien,Sangrias Mediterraneas S.L.,Taste of Mallorca AB,2018,,7.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7131301,11894882,71313,Ciú Ciú,Rosato,89.00,750.00,118.67,2018-04-04,0,Rosévin,Fruktigt & Smakrikt,,Flaska,Skruvkapsyl,Marche,Italien,Societá Agricola Ciú Ciú di Bartalomei,Vinovum AB,2017,,12.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
8130501,11894883,81305,Suau Brandy,15 Años,450.00,700.00,642.86,2018-04-30,0,Armagnac och Brandy,Brandy,,Flaska,Naturkork,Balearerna,Spanien,Bodegas Suau,Taste of Mallorca AB,,,37.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7475401,11894884,74754,Memòries Biniaugal,Blanc,206.00,750.00,274.67,2018-04-30,0,Vitt vin,,,Flaska,Skruvkapsyl,Balearerna,Spanien,Biniagual,Taste of Mallorca AB,2017,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7434601,11894885,74346,Memòries Biniagual,Negre,211.00,750.00,281.33,2018-04-30,0,Rött vin,,,Flaska,Naturkork,Balearerna,Spanien,Biniagual,Taste of Mallorca AB,2013,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7145701,11894886,71457,Memòries Biniagual,Rosat,163.00,750.00,217.33,2018-04-30,0,Rosévin,,,Flaska,Skruvkapsyl,Balearerna,Spanien,Biniagual,Taste of Mallorca AB,2016,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8348301,11894887,83483,Gin Premium,Azul,466.00,700.00,665.71,2018-04-30,0,Gin och Genever,Gin,,Flaska,Syntetkork,Balearerna,Spanien,Dos Perellons,Taste of Mallorca AB,,,40.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7055401,11894894,70554,Ses Ferritges,,259.00,750.00,345.33,2018-04-30,0,Rött vin,,,Flaska,Naturkork,Balearerna,Spanien,Miquel Oliver,Taste of Mallorca AB,2013,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7550801,11894895,75508,Finca Son Bordils,Negre,195.00,750.00,260.00,2018-04-30,0,Rött vin,,,Flaska,Naturkork,,Spanien,Finca Son Bordils,Taste of Mallorca AB,2009,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7184201,11894896,71842,Finca Son Bordils,Muscat,195.00,750.00,260.00,2018-04-30,0,Vitt vin,,,Flaska,Naturkork,Balearerna,Spanien,Finca Son Bordils,Taste of Mallorca AB,2016,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7326401,11894897,73264,Son Bordils,Syrah,224.00,750.00,298.67,2018-04-30,0,Rött vin,,,Flaska,Naturkork,Balearerna,Spanien,Finca Son Bordils,Taste of Mallorca AB,2008,,15.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7140801,11894898,71408,Twenty Twelve,Pink,194.00,750.00,258.67,2018-04-30,0,Rosévin,,,Flaska,Naturkork,Balearerna,Spanien,Finca Es Fangar S.A.U.,Taste of Mallorca AB,2016,,13.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
8335215,11894900,83352,Bronx,Well Earned Pilsner,26.40,355.00,74.37,2018-04-03,0,Öl,Ljus lager,Pilsner - tysk stil,Burk,,,USA,Bronx Brewery,Galatea AB,,,5.40%,BS,Övrigt sortiment,0,0,0,NA,1.00,NA
7744401,11894902,77444,Bosman Vineyards,Fides Grenache Blanc,179.00,750.00,238.67,2018-04-03,0,Vitt vin,,,Flaska,,Western Cape,Sydafrika,Bosman Adama t/a Bosman Family Vineyards,Mondo Wine Sweden AB,2016,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8200601,11894903,82006,Suau Brandy,50 años,1154.00,700.00,1648.57,2018-04-30,0,Armagnac och Brandy,Brandy,,Flaska,Naturkork,Balearerna,Spanien,Bodegas Suau,Taste of Mallorca AB,,,37.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8005701,11894904,80057,Suau Brandy,25 años,729.00,700.00,1041.43,2018-04-30,0,Armagnac och Brandy,Brandy,,Flaska,Naturkork,Balearerna,Spanien,Bodegas Suau,Taste of Mallorca AB,,,37.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
9909001,11894907,99090,Domaine Santa Duc,La Crau Ouest,549.00,750.00,732.00,2018-08-17,0,Rött vin,,,Flaska,Naturkork,Rhonedalen,Frankrike,Domaine Santa Duc,Johan Lidby Vinhandel AB,2015,,15.00%,TSE,Små partier,0,0,0,NA,NA,NA
9583701,11894909,95837,Château Doisy-Daëne,Denis Dubourdieu,229.00,750.00,305.33,2018-08-03,0,Vitt vin,Fylligt & Smakrikt,,Flaska,Natur,Bordeaux,Frankrike,Château de Doisy-Daëne,Robert Rask Vinhandel,2014,,12.50%,TSE,Små partier,0,0,0,Sauvignon blanc.,NA,NA
9917301,11894933,99173,Tabalí Talinay,Sauvignon Blanc,139.00,750.00,185.33,2018-08-03,0,Vitt vin,Friskt & Fruktigt,,Flaska,Natur,Limarí Valley,Chile,Viña Tabalí,Pernod Ricard Sweden AB,2017,,13.50%,TSE,Små partier,0,0,0,Sauvignon blanc.,NA,NA
9583801,11894941,95838,Château d'Aiguilhe,Comtes von Neipperg,315.00,750.00,420.00,2018-08-03,0,Rött vin,,,Flaska,Natur,Bordeaux,Frankrike,Château d'Aiguilhe,Robert Rask Vinhandel,2015,,14.50%,TSE,Små partier,0,0,0,80% merlot och 20% cabernet franc.,NA,NA
8672301,1189495,86723,The Maltman,Peat Freak Bourbon Cask No 324 7 Years,792.00,700.00,1131.43,2017-02-17,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Meadowside Blending Co Ltd,Clydesdale AB,2009,,55.20%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
9584001,11895015,95840,Langhe Rosso,Aldo Conterno,199.00,750.00,265.33,2018-11-16,0,Rött vin,Stramt & Nyanserat,,Flaska,,Piemonte,Italien,Poderi Aldo Conterno,Vinovativa AB,2015,,14.50%,TSE,Små partier,0,0,0,NA,NA,NA
9584101,11895171,95841,Châteauneuf du Pape,Classic Red,365.00,750.00,486.67,2018-08-03,0,Rött vin,,,Flaska,,Rhonedalen,Frankrike,Domaine Saint Préfert,Skrubbes Wines AB,2015,,13.50%,TSE,Små partier,0,0,0,"85% Grenache, 5% syrah, 5% mourvèdre och 5% cinsault.",NA,NA
9584301,11895213,95843,Silver Oak,Napa Valley,1170.00,750.00,1560.00,2018-08-17,0,Rött vin,,,Flaska,,Kalifornien,USA,Silver Oak Cellars,Vinopia Wine & Spirit AB,2013,,14.00%,TSE,Små partier,0,0,0,Cabernet sauvignon.,NA,NA
9922401,11895230,99224,Txomín Etxaníz,Rosado,129.00,750.00,172.00,2018-05-04,0,Rosévin,Friskt & Bärigt,,Flaska,Syntetkork,Getariako Txakolina,Spanien,Etxaniz Txakolina S.L.,Viña Española AB,2017,,11.00%,TSE,Små partier,0,0,0,Hondarribi.,NA,NA
9584401,11895241,95844,Bollinger,La Côte Aux Enfants,789.00,750.00,1052.00,2018-09-07,0,Rött vin,,,Flaska,,Coteaux Champenois,Frankrike,Bollinger,Arvid Nordquist Vin och Sprithandel,2014,,12.00%,TSE,Små partier,0,0,0,Pinot noir.,NA,NA
9584501,11895253,95845,Scarpa Barbera d´Asti,I Bricchi,279.00,750.00,372.00,2018-09-21,0,Rött vin,Kryddigt & Mustigt,,Flaska,,Piemonte,Italien,Antica Casa Scarpa,Gullberg by Stockwine AB,1996,,14.00%,TSE,Små partier,0,0,0,Barbera.,NA,NA
9925601,11895264,99256,Chanin,Bien Nacido Chardonnay,399.00,750.00,532.00,2018-09-21,0,Vitt vin,Fylligt & Smakrikt,,Flaska,Naturkork,Kalifornien,USA,Chanin Wine Co,Quaffable Wines Sweden AB,2015,,12.50%,TSE,Små partier,0,0,0,Chardonnay.,NA,NA
9926201,11895284,99262,Lutum Pinot Noir,Sandford & Benedict Vineyard,579.00,750.00,772.00,2018-10-19,0,Rött vin,Kryddigt & Mustigt,,Flaska,Naturkork,Kalifornien,USA,Lutum Wines,Quaffable Wines Sweden AB,2013,,13.50%,TSE,Små partier,0,0,0,Pinot noir.,NA,NA
9584601,11895309,95846,Monteraponi,Chianti Classico,199.00,750.00,265.33,2018-11-16,0,Rött vin,Kryddigt & Mustigt,,Flaska,,Toscana,Italien,Monteraponi,Lively Wines Sweden AB,2015,,13.50%,TSE,Små partier,1,0,0,Sangiovese.,NA,NA
9584701,11895317,95847,Baron Ugo,Monteraponi,549.00,750.00,732.00,2018-11-16,0,Rött vin,Kryddigt & Mustigt,,Flaska,,Toscana,Italien,Monteraponi,Lively Wines Sweden AB,2013,,13.00%,TSE,Små partier,1,0,0,NA,NA,NA
9934101,11895434,99341,Montefalco Rosso,Arnaldo Caprai,125.00,750.00,166.67,2018-08-03,0,Rött vin,Stramt & Nyanserat,,Flaska,Naturkork,Umbrien,Italien,Arnaldo Caprai,Vinunic AB,2016,,14.00%,TSE,Små partier,0,0,0,"70% sangiovese, 15% sagrantino och 15% merlot.",NA,NA
9585101,11895471,95851,Château Calon Segur,Saint Estephe,1386.00,750.00,1848.00,2018-06-08,0,Rött vin,,,Flaska,Naturkork,Bordeaux,Frankrike,Ch. Calon-Ségur,Carl Vin & Wine AB,2008,,13.00%,TSE,Små partier,0,0,0,"53% cabernet sauvignon, 38% merlot, 7% cabernet franc och 2% petit verdot.",NA,NA
8605401,1189587,86054,Black Chai,Havrevodka destillerad med svart te Bergamott Lotusblomma,422.00,700.00,602.86,2017-02-17,0,Smaksatt sprit,Smaksatt vodka,,Flaska,,,Sverige,Tevsjö Destilleri Järvsö AB,Tevsjö Destilleri i Järvsö AB,,,40.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
3154903,1189590,31549,CB's Påsk Ale,,25.70,330.00,77.88,2017-03-27,0,Öl,Ale brittisk-amerikansk stil,Brown ale,Flaska,,Östergötlands län,Sverige,Aktiebolaget Centralbryggeriet i Linköping,Aktiebolaget Centralbryggeriet i Linköping,,,5.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7650101,1189593,76501,Romanin,Rosé,149.00,750.00,198.67,2017-02-18,0,Rosévin,,,Flaska,,Provence,Frankrike,Château Romanin,Theis Vine AB,2015,,12.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7875801,1189681,78758,Feggites,Vin Rosé Sec,120.00,750.00,160.00,2017-02-20,0,Rosévin,,,Flaska,Naturkork,Makedonien,Grekland,Oenogenesis S.A.,Scala Wines Import AB,2014,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7798109,1189738,77981,Champagneprovarlåda 14,,1158.00,2250.00,514.67,2017-02-10,0,Vin av flera typer,,,6 fl á 375 ml,,Champagne,Frankrike,Scandinavian Wine & Food KB,Scandinavian Wine & Food KB,,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7415801,1189741,74158,Sant' Antimo,Rosso,159.00,750.00,212.00,2017-02-20,0,Rött vin,,,Flaska,,Toscana,Italien,Tenuta di Collosorbo,AB Wicked Wine Sweden,2015,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7964901,1189945,79649,Tinar de Mirat,Tempranillo,218.00,750.00,290.67,2017-02-20,0,Rött vin,,,Flaska,Korkpropp,Ribera del Duero,Spanien,Bodegas Valdeviñas,Isles of Wines AB,2005,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7970501,1189978,79705,Mirat,Reserva,297.00,750.00,396.00,2017-02-20,0,Rött vin,,,Flaska,,Ribera del Duero,Spanien,Bodegas Valdeviñas,Isles of Wines AB,2001,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7897701,1190065,78977,Crozes-Hermitage,E.Guigal,189.00,750.00,252.00,2017-03-01,0,Rött vin,Kryddigt & Mustigt,,Flaska,Natur,Rhonedalen,Frankrike,E Guigal,Vinunic AB,2014,,13.00%,FS,Ordinarie sortiment,0,0,0,Syrah.,NA,NA
7830101,1190075,78301,Martin Berdugo,Reserva,231.00,750.00,308.00,2017-02-21,0,Rött vin,,,Flaska,,Ribera del Duero,Spanien,M Berdugo,Isles of Wines AB,2010,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8633801,1190078,86338,Ramsbury Gin,,499.00,700.00,712.86,2017-02-23,0,Gin och Genever,Gin,,Flaska,,,Storbritannien,Ramsbury,Tegnér Spirits & Wine AB,,,40.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7230201,1190146,72302,Venezia Giulia,Pinot Grigio,150.00,750.00,200.00,2017-02-21,0,Vitt vin,,,Flaska,,Friuli-Venezia-Giulia,Italien,Di Lenardo,Theis Vine AB,2016,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
601708,1190157,6017,Prohibition Bootleg,Viognier Chardonnay Symphony,179.00,3000.00,59.67,2017-06-01,0,Vitt vin,Friskt & Fruktigt,,Box,Vingtapp,Kalifornien,USA,Mondowine AB,Mondo Wine Sweden AB,2016,,13.50%,BS,Övrigt sortiment,0,0,0,"70% viognier, 20% chardonnay och 10% symphony.",NA,NA
192803,1190160,1928,India Pale Soda,,19.90,330.00,60.30,2017-06-01,0,Alkoholfritt,Övrigt,,Flaska,,,Sverige,Aktiebolaget Gbg Soda,Aktiebolaget Gbg Soda,,,0.20%,TSS,Säsongsdrycker,0,0,0,"Kolsyrat vatten, socker, humle och citron.",NA,NA
653007,1190166,6530,Belle Blush,Zinfandel Rosé,139.00,1500.00,92.67,2017-06-01,0,Rosévin,Fruktigt & Smakrikt,,Box,Vipptapp,Kalifornien,USA,Belle Ambiance Family Vineyards,Enjoy Wine & Spirits AB,2016,,10.50%,FS,Ordinarie sortiment,0,0,0,Zinfandel.,NA,NA
7110502,1190179,71105,Di Lenardo,Pass the Cookies,199.00,500.00,398.00,2017-02-21,0,Vitt vin,Sött,,Flaska,,,Italien,Di Lenardo,Theis Vine AB,2016,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7252501,1190185,72525,Martin Berdugo,Crianza,199.00,750.00,265.33,2017-02-21,0,Rött vin,,,Flaska,,Ribera del Duero,Spanien,M Berdugo,Isles of Wines AB,2013,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7352001,1190191,73520,Martin Berdugo,MB,299.00,750.00,398.67,2017-02-21,0,Rött vin,,,Flaska,,Ribera del Duero,Spanien,M Berdugo,Isles of Wines AB,2011,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
197701,1190200,1977,Santa Monica Organic White,,49.00,750.00,65.33,2017-06-01,0,Alkoholfritt,Vitt,,Flaska,Skruvkapsyl,,Spanien,Bodega Casa de la Ermita,Grapestyle Scandinavia,,,0.50%,FS,Ordinarie sortiment,1,0,0,Viognier och macabeo.,NA,NA
7412401,1190203,74124,5 Wingert,Riesling Trocken,134.00,750.00,178.67,2017-02-21,0,Vitt vin,,,Flaska,Skruvkapsyl,Pfalz,Tyskland,Weinbau der Lebenshilfe e.V.,tottOvin,2015,,12.00%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
217701,1190254,2177,Santa Julia Torrontés,,80.00,750.00,106.67,2017-06-01,0,Vitt vin,Friskt & Fruktigt,,Flaska,Skruvkapsyl,Cuyo,Argentina,Bodegas Santa Julia,We & Wine AB,2017,,12.50%,BS,Övrigt sortiment,1,0,0, Torrontés.,NA,NA
7485301,1190357,74853,Les Chaux,de Fontbonau,219.00,750.00,292.00,2017-02-22,0,Rött vin,,,Flaska,,Rhonedalen,Frankrike,Domaine de Fontbonau,Theis Vine AB,2014,,14.00%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
8683701,1190432,86837,Lágrimas de Dolores,Agave Durangensis Mezcal Añejo,767.00,700.00,1095.71,2017-02-22,0,Tequila och Mezcal,Tequila,,Flaska,,,Mexiko,Productora de Mezcal Hacienda Dolores,AliasSmith AB,,,40.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7768201,1190473,77682,Damoli,Giago Ripasso Classico Superiore,259.00,750.00,345.33,2017-02-22,0,Rött vin,,,Flaska,Naturkork,Venetien,Italien,Azienda Agricola Damoli Bruno,Vino Conoscenza AB,2012,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7729401,1190479,77294,Palmiet,Pinot Noir,236.00,750.00,314.67,2017-02-22,0,Rött vin,,,Flaska,,Western Cape,Sydafrika,JH Meyer Signature Wines,Wine Rebels HB,2015,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7105001,1190506,71050,Elands Rivier,Pinot Noir,256.00,750.00,341.33,2017-02-22,0,Rött vin,,,Flaska,,Western Cape,Sydafrika,JH Meyer Signature Wines,Wine Rebels HB,2015,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
9700101,1190509,97001,Quarts de Chaume,Domaine des Baumard,1495.00,750.00,1993.33,2017-04-21,0,Vitt vin,Sött,,Flaska,Natur,Loiredalen,Frankrike,Domaine des Baumard,Origo Wine Import,1967,,13.10%,TSE,Små partier,0,0,0,Chenin blanc.,NA,NA
9940701,1190515,99407,Clos de Sainte Catherine,,339.00,750.00,452.00,2017-05-19,0,Vitt vin,Sött,,Flaska,Skruvkapsyl,Loiredalen,Frankrike,Domaine des Baumard,Origo Wine Import,2011,,12.50%,TSE,Små partier,0,0,0,Chenin blanc.,NA,NA
7906506,1190621,79065,La Colombette,Au Creux du Nid,278.00,1500.00,185.33,2017-02-23,0,Rött vin,,,Magnum,,,Frankrike,Domaine la Colombette,Theis Vine AB,2014,,12.00%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
3155703,1190692,31557,Ljusdals Bryggeri Påsköl,,26.90,330.00,81.52,2017-03-27,0,Öl,Ale brittisk-amerikansk stil,Brown ale,Flaska,,Gävleborgs län,Sverige,Ljusdals Bryggeri AB,Ljusdals Bryggeri AB,,,5.90%,TSLS,Lokalt och småskaligt,0,0,0,NA,NA,NA
9921101,1190715,99211,Kloppberg,Riesling Grosses Gewächs,275.00,750.00,366.67,2017-09-22,0,Vitt vin,Friskt & Fruktigt,,Flaska,Natur,Rheinhessen,Tyskland,Weingut Winter,AB Wicked Wine Sweden,2015,,13.00%,TSE,Små partier,0,0,0,Riesling.,NA,NA
7775401,1190738,77754,Montefalco Sagrantino,Romanelli,299.00,750.00,398.67,2017-02-23,0,Rött vin,,,Flaska,,Umbrien,Italien,Romanelli,Nebbia HB,2011,,15.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
9507102,1190786,95071,Quarts de Chaume,Domaine des Baumard,299.00,375.00,797.33,2017-07-07,0,Vitt vin,Sött,,Flaska,Skruvkapsyl,Loiredalen,Frankrike,Domaine des Baumard,Origo Wine Import,2008,,12.00%,TSE,Små partier,0,0,0,Chenin blanc.,NA,NA
9508901,1190816,95089,Quarts de Chaume,Domaine des Baumard,995.00,750.00,1326.67,2017-10-06,0,Vitt vin,,,Flaska,Natur,Loiredalen,Frankrike,Domaine des Baumard,Origo Wine Import,1973,,13.00%,TSE,Små partier,0,0,0,Chenin blanc.,NA,NA
